caption,label
"You know, Joe, I've never really recovered from that big bang .",somewhat_funny
Don't judge me. I know for a fact it's five o'clock somewhere.,somewhat_funny
"Caption contest finalists — Paul Nesja and Beth Lawler have their own podcast; whereon, they inform their loyal listeners of their weekly entries; as well as point out to them, the awfulness of the two captions that they ultimately compete against.",somewhat_funny
Anything but oil.,somewhat_funny
I told her I needed some space.,somewhat_funny
"Yes, I’m round!  Why is that so hard to believe?",somewhat_funny
I wish I had a nickel for every person who tells me it's not the end of the world.,somewhat_funny
Doc says I'm bipolar,somewhat_funny
I'll see you same time tomorrow.,somewhat_funny
"Your polar cap is melting too, huh?",somewhat_funny
"Can I have some more ice, please?",somewhat_funny
I guess I'm just not good with people.,somewhat_funny
"So, how do these rising seas look on me?",somewhat_funny
"Is the room starting to spin or is it just me?""",somewhat_funny
"7 billion martinis, please.",somewhat_funny
"People are always complaining, ‘What’s wrong with the world these days?!’ It starts to get to you.",somewhat_funny
What have you got on the menu for a Low Carbon Diet?,somewhat_funny
"And then she says, 'Quit acting like everything revolves around you.'",somewhat_funny
I feel I’m always half in the dark!,somewhat_funny
"I don’t know, Mac. Maybe it’s “the change” but I feel hot all the time these days.",somewhat_funny
"He's small and gray, and he was right next to me!",somewhat_funny
"How to be a caption finalist: A) Have a weekly podcast (to promote your captions); and, B) Submit each caption, several times (using different email addresses); so that voters won’t have to wade through thousands of entries, to get to your caption.",somewhat_funny
Warmest summer in recorded history and she tells me I’m ‘not hot enough’ for her…,somewhat_funny
And she thinks everything revolves around her,somewhat_funny
I think I'm overheated,somewhat_funny
A plastic cup? Really?,somewhat_funny
I wish he WOULD go to Mars.,somewhat_funny
"more ice please, mine's melting",somewhat_funny
I just get this feeling I'm going in circles.,somewhat_funny
I'll have another one...I give up...i've given them all the signs of climate change and they just want Hunter Biden's laptop.,somewhat_funny
"Hey, uh, Frank, can I get a bit more ice?",somewhat_funny
The moon keeps complaining about being in my shadow. I hope it's just a phase.,somewhat_funny
Can I get some ice?,somewhat_funny
"I’ve got to cut back, one day I’m drowning Burning Man, and the next I’m frying Phoenix.",somewhat_funny
"So how come people listen when YOU shout ""last call!""?",somewhat_funny
I plan on getting drunk off my axis.,somewhat_funny
"Make it a double, I just found out I have asteroids.",somewhat_funny
I'm running low on ice.,somewhat_funny
Do I look like I need ice!?,somewhat_funny
"To be a caption voter ‘influencer’, you need to name your weekly podcast something along the line of — ‘The New Yorker Cartoon Caption Contest Podcast’. (Like Beth Lawler and Paul Nesja did.)",somewhat_funny
I don’t want to get bombed.,somewhat_funny
"I mean, I want to believe I'm round, but whenever I look in a mirror, all I see is 'flat'.",somewhat_funny
"So, do you know this Venus?  She's about my size, very bright, and hot.",somewhat_funny
Got anything for global warming?,somewhat_funny
I need more ice.,somewhat_funny
Global warming? I thought it was just menopause.,somewhat_funny
My wife thinks I'm at the planetarium.,somewhat_funny
It's a birthmark. Why?,somewhat_funny
"Something to cool me off, please!",somewhat_funny
You ever feel like you’re just spinning in circles?,somewhat_funny
"If I'm Earth, what are you standing on?",somewhat_funny
Can I get more ice? Mine melted.,somewhat_funny
I don't care what she's told you -- we're done.  I'm over the moon.,somewhat_funny
I had it all. And then out of nowhere...daylight savings.,somewhat_funny
I never wanted to be a planet. I wanted to be a star.,somewhat_funny
"I gave you humans everything I have, but you just treat me like a garbage bin. I need another drink.",somewhat_funny
The room's spinning.  Or is it just me?,somewhat_funny
And then he shrugged!,somewhat_funny
Could you put some ice in my drink? I need to cool down.,somewhat_funny
"...and then she accuses me of being ""bipolar""!",somewhat_funny
Tell me the truth. Do I look flat?,somewhat_funny
I'm just getting warmed up.,somewhat_funny
"So I'm like, 'Proof of age?  Really?'",somewhat_funny
And that is just in the northern hemisphere,somewhat_funny
I used to be cool!,somewhat_funny
You people will be the death of me .,somewhat_funny
Nobody understands the gravity of my situation.,somewhat_funny
"When my continents start drifting, call a cab",somewhat_funny
"What I need now is love, sweet love.",somewhat_funny
I've come to realize that everything doesn't revolve around me.,somewhat_funny
"No more, I'm polluted!",somewhat_funny
No more for me--it feels like my head is spinning out of control.,somewhat_funny
My whole life I've been going in circles.,somewhat_funny
"Make mine on the rocks, I've been getting some hot flashes lately",somewhat_funny
I’m tired of everyone walking all over me.,somewhat_funny
"I mean, come on, do I look flat to you?",somewhat_funny
"Is it getting warmer in here, or is it just me?",somewhat_funny
And what’s with all the phases of the moon? Just pick one.,somewhat_funny
"Paul Nesja and Beth Lawler should NOT be permitted to submit captions that they promote on their — 'New Yorker Cartoon Caption Contest Podcast' (which is followed by — and guested by — those who are affiliated with the magazine and the contest).""",somewhat_funny
"Oh, come on! It's five o'clock somewhere",somewhat_funny
Have you got anything that will stop the spinning?,somewhat_funny
You won't believe the summer I just had.,somewhat_funny
These hot flashes are getting worse,somewhat_funny
I'm sweating all the time and no one believes me.,somewhat_funny
"So the doc says, ""I got bad news for ya, you've got HUMANS"".",somewhat_funny
What a millennium I'm having.,somewhat_funny
"Excuse me, but by ""on the rocks"" I meant something igneous or metamorphic.",somewhat_funny
Can I get some ice? I feel warm all over.,somewhat_funny
"Another day, another round.",somewhat_funny
Tomorrow I'll be right back where I started.,somewhat_funny
Save my seat—I’ll be back in twenty-four hours.,somewhat_funny
As if everything revolves around her?!,somewhat_funny
No I dont want to look at Uranus again,somewhat_funny
"And after four and half billion years of showing my whole self every day, the moon still won’t show me her dark side.",somewhat_funny
"My life is going around and around, day after day!",somewhat_funny
"More ice, lots of ice.  And hurry!",somewhat_funny
"And the hot flashes, they just keep coming.",somewhat_funny
"I’m already 70% water...more scotch, please",somewhat_funny
"My equator says to close out the tab, but my polar cap is saying vodka and make it a double.",somewhat_funny
You ever feel like you're just going in circles?,somewhat_funny
"And I'm like, can't I have a dark side, too?""",somewhat_funny
Think globally. Drink locally.,somewhat_funny
I hope they leave for Mars soon.,somewhat_funny
There I was. Happy and content for billions of years.  Then it happened. People ... PEOPLE! And there's  nothing you can take for that.,somewhat_funny
"Where's the can? I can feel my sea levels rising,.",somewhat_funny
So I says to him:  seven days?  You kidding?,somewhat_funny
I stopped drinking and then this climate change thing came up.,somewhat_funny
"Aw, c’mon, it’s 5:00 o’clock somewhere.",somewhat_funny
All this melted ice is making me incontinent.,somewhat_funny
"Dude, I am so fucked.",somewhat_funny
"Then she says, "" We don't travel in the same orbit""",somewhat_funny
So then I asked em’ “what do you mean my temperature is rising?”,somewhat_funny
Didn’t I have an ice cap when I came in?,somewhat_funny
Can I get some moonshine?,somewhat_funny
"Be honest, is my ice receding?",somewhat_funny
"I'm not drunk, I'm tilted on my axis.",somewhat_funny
You're out of ice too?,somewhat_funny
Do you ever get that 'stop the solar system I want to get off' feeling?,somewhat_funny
Help!  I’ve been drawn by a cartoonist looking to elicit a flood of virtue-signaling captions!,somewhat_funny
And then he shrugged and here I am.,somewhat_funny
No more for me. I'm quite polluted already.,somewhat_funny
Damn right it's always 5 o'clock somewhere.,somewhat_funny
"Yeah, I know, small world.",somewhat_funny
"My name isn’t Paul Nesja. Can I be a caption finalist, too?",somewhat_funny
"Must caption finalists frequently be those who have self-promoting podcasts, and/or those who vote for themselves, hundreds of times (by creating bogus New Yorker accounts, using throwaway email addresses)?”",somewhat_funny
"She said we ""weren't on the same axis.""",somewhat_funny
That earthquake really shook me up.,somewhat_funny
My wife complains I’m fat but it’s mostly water weight.,somewhat_funny
All my ice has melted.,somewhat_funny
You have to cut me off after 3 martinis or I reverse polarity and everyone dies.,somewhat_funny
"Last call? Why, yes. Yes it is.",somewhat_funny
Venus was here? Did she mention me?,somewhat_funny
I just feel like every time I turn around another day has passed me by,somewhat_funny
They refuse to acknowledge my preference and keep calling me mother.,somewhat_funny
She said she needed more space.,somewhat_funny
I'm tired of listening to Sun. He thinks everything revolves around him.,somewhat_funny
"It's always ""You're too hot!"", ""You're too cold!"", ""You're unpredictable!"".  And never ""How are you feeling?""",somewhat_funny
You're the only one that listens to me.,somewhat_funny
"First of all, no one NEEDS a Jeep!",somewhat_funny
"The last time God threw a rock at me, I was scared. Now, I'm like; ""hello darkness my old friend"".",somewhat_funny
"Let me tell you, Joe.   I've got a lot on my tectonic plates.",somewhat_funny
Definitely on the rocks.,somewhat_funny
"So I said, it’s not the heat, it’s the stupidity!",somewhat_funny
"Yeah, I'm new here. What did the Old World order?",somewhat_funny
"Something cool, please.",somewhat_funny
"'hello, earth to bartender.....'",somewhat_funny
I used to be big - people thought I was the center of the universe.,somewhat_funny
"And just like that, Pluto was gone!",somewhat_funny
People walk all over me.,somewhat_funny
I can’t get these people off my back!,somewhat_funny
"And for the record, I'm not a mother.",somewhat_funny
It’s been a rough summer.,somewhat_funny
I thought the meteor was going to get me that time!,not_funny
"More clean water,please",not_funny
"She’ll be quite a bit smaller than me, but very luminous.",not_funny
She was out of this world.,not_funny
You're not really paying attention to me.,not_funny
"Check this out, I call this one the 'Tidal Wave!'",not_funny
"Okay, I'm the one who loaded up the jukebox with Air Supply.",not_funny
I started drinking when I heard climate change was a hoax.,not_funny
So then she says I’m not as flat as I used to be.,not_funny
A detox please,not_funny
"This time with a paper straw, barkeep. I'm on a diet.",not_funny
My shrink tells me I should worry less. My troubles will soon be over.,not_funny
"How am I doing? well....I think I'm going through ' the change' I keep getting these hot flashes """,not_funny
"So the Atlantic Ocean opens up 200 million years ago. And that pushes North America westward, right? Then, the continent drifts away from Pangaea I'm like oh no, oh no, and sure enough. Seattle gets stuck right in my eye.",not_funny
"Whoa, the room is spinning! Oh wait, that’s me.",not_funny
"I'm fine, but my resources are wasted.""",not_funny
You have drained me,not_funny
"She says I'm not the man she fell in love with, I feel so deforested.",not_funny
"I’ll have 8 billion burgers, please.",not_funny
Give me  a stiff one. I've been reading the headlines.,not_funny
"You ever feel like there are different people inside you? Like, 8-billion of them, all vying for control?",not_funny
"Thanks, there ate few placrs where a planet can get a cool drink of watee.",not_funny
And THEN someone blue mooned me.,not_funny
I have no idea how a cue ball gets an STD...,not_funny
Does if feel hot to you in here?,not_funny
"… and now all I hear is Mars, Mars, Mars…. Moon, Moon , Moon!!! Is it hot in here , or is it just me???",not_funny
"It seems like my days are numbered. At first people thought the world was flat, then my time came and it's been great. But now everyone is realizing the world is crooked!",not_funny
It all started when she said I was Bipolar.,not_funny
I know can’t solve the world’s problems! Make it a double and leave the bottle.,not_funny
All my problems are global problems!,not_funny
I swear I will call an Uber,not_funny
"I think I drank too much, everything's not spinning!",not_funny
The doctor said I need to get rid of the paracites.,not_funny
I haven’t felt right since the 1970s. First I’m freezing to death next I’m running a fever.,not_funny
And have your bought a new car battery lately? I remember when you used to be able to buy a top of the line die hard for $79.99.,not_funny
"I was just twirling around the sun, minding my own business when I came upon a bottle that said, ""Drink me...""",not_funny
Just need to break out of the daily grind.,not_funny
Trust me. I know it. I can feel it. The world is going to hell.,not_funny
I feel like I get stepped on all the time!!!,not_funny
She said I was too gassy.,not_funny
"Next time, can you hold the carbonation?",not_funny
It’s been rough out there.  Whatcha got that’s cooling?,not_funny
Sick man of the Universe!,not_funny
Children!  They don’t take care of what we give them!,not_funny
What do you mean you're running low on ice?,not_funny
You are killing me! Can I have another?,not_funny
I’m hot and still can’t get a date!,not_funny
You NEVER heard of Global warming?,not_funny
"“If the moon calls, tell her I’m not here.”",not_funny
Can I go play with the other kids now?,not_funny
I thought He held the whole world in his hands? How did I wind up here??,not_funny
"I feel like I'm coming apart at the seams.  Do you get my drift?""",not_funny
Hey...I'm not kidding.  Pour me another.  This one is flat.,not_funny
And they still say I'm flat.,not_funny
What on earth are you doing?  Can't you see I am technically incontinent?,not_funny
Make it a double. I'm just warming up.,not_funny
I mean . . . what would YOU do?,not_funny
"I’m thirsty, feverish, sweat soaked and balding.   Don’t get me started!",not_funny
And the meteor like came out of nowhere man!,not_funny
Sometimes I feel like I'm just going around in circles.,not_funny
He's leaving me for Mars!,not_funny
And then he dropped me!,not_funny
It's. ALL your fault!,not_funny
"Make it a ""triple"" this time.  I can't go back out there sober!",not_funny
"Hey, all of my ice has melted!",not_funny
Can you believe it? Cow farts will bring my demise!,not_funny
...and then the doctor tells me I'm just going through menopause!  I don't think so!  There's got to be something else causing these hot flashes!,not_funny
"Have you seen my friend? He's a horse, long face, about this big.",not_funny
I don't even have any last legs.,not_funny
Can I please have some more ice in my drink? I feel like it getting really warm in here.,not_funny
"So, I'm world weary..what of it?",not_funny
"Hey, what happened to my ice?",not_funny
Is this tap water?,not_funny
The Solar System is going to Hell in a Handbasket! What's a planet to do?!,not_funny
I'm getting tried of being asked what in the world is going on.,not_funny
You don’t know what it’s like having the weight of the world on your shoulders.,not_funny
Still or sparkling - I’ll take either!,not_funny
I've got a story you ought to know.,not_funny
Don't you think I've had enough?,not_funny
It's time  — goodbye cruel world.,not_funny
"When the world ends,where will I drink?",not_funny
"Are you baking souls in here?"", George Koomullil, Monrovia, Mary",not_funny
"What about MY shoulders? Anyone care about that? No, of course not.",not_funny
I don't know how many more years I have myself,not_funny
"I told her I’m short and two-toned, she told me she was string bean tall.  I didn’t realize how tall she’d be, but I don’t care.  I’m in love, I tell ya.  I’m in love!",not_funny
"If he’s elected, I’m moving to Mercury.",not_funny
"Cut me off, Bill. I’m spinning.",not_funny
"Is the whole world going to hell, or is it just me?",not_funny
I'm out of ice.,not_funny
Then she called me toxic.,not_funny
"Pour me another, I've got the quakes!",not_funny
Because my mother told me I was the center of the universe!,not_funny
"You think I have a difficult time, my brother is always, I say always, mooning someone or something.",not_funny
You got any more ice? Mine melted.,not_funny
Too late for last call?,not_funny
"Earth to bartender,Earth to bartender. Can I get another?",not_funny
Do you ever feel like you're carrying the weight of the world?,not_funny
Make the World go away! Make the World go away! That’s all I hear these days!,not_funny
You can’t cut me off!,not_funny
How does a Young Earth Creationist end up bartending?,not_funny
Parched doesn't begin to describe it.,not_funny
Thanks for holding the Scotch. All I need is water...lots of it.,not_funny
"For weeks now, this inexplicable fear of handbags.",not_funny
I need a cold drink to help me cool off.,not_funny
Who do you have to snog to get a little ice in here?,not_funny
You'd drink too if you had the same troubles I have... make the next a double.,not_funny
"Oh brother, if I hear another person say that they carry the world on their shoulders",not_funny
"Three times I’ve auditioned for the Planetary Symphony Orchestra and they kept saying too flat, too flat.”",not_funny
Let me tell you where it all went wrong.,not_funny
"Hey bartender, tell me, how can I stop these spins?",not_funny
What’s the point?,not_funny
What on earth is this world coming too?,not_funny
"Oh my God,I am so trashed!",not_funny
It's a birthmark!,not_funny
Too many hot flashes.,not_funny
What’s one more drink gonna do? I’m already dying.,not_funny
My water is getting warm. Could you bring me some ice?,not_funny
"Father, I’ve been doing a lot of drinking and thinking and drinking. Maybe a do over, like the time you did the flood?",not_funny
"Of all the gin joints in all towns in all the world, I walked into yours. The drinks should be on the house.",not_funny
I'm getting tired of everyone carrying me on their shoulders.,not_funny
If only I could get travel points for my business trips.,not_funny
"Sure the separation was rough, but worst part is now my sun won't come close to me!",not_funny
pp,not_funny
"I'm always hot. My doc says I need to get off the stuff.  But just give me one more before you close up, Sam.",not_funny
This other-Eden is getting hot as hell.,not_funny
She said I was the world to her!,not_funny
"Here we are again, solving the world's problems.",not_funny
Stop me if I mention climate change.,not_funny
"I’m telling you, man, I hate having vertigo.  Do you know any good neurologysts?",not_funny
I know flat when I see it.,not_funny
I just feel like this guy has the weight of me on his shoulders...,not_funny
Can you find a Manhattan?,not_funny
Excuse me. I’m so hot!! Could I get this on the rocks?,not_funny
Can I get a ‘good luck’ ?,not_funny
How do you beat loneliness when you don't have a friend in the world?,not_funny
Please- no more shots!,not_funny
"Honestly, I long for another asteroid.",not_funny
"I tell you, I'm goin' to hell in a handbasket! Don't let nobody tell you different. When you were a kid, I used to be great!",not_funny
And to think she told me I was FLAT!,not_funny
Not so good - I think I have a fever.,not_funny
It’s no fun being a stage when these are the men and women as players I’m dealing with.,not_funny
"And worst of all, my Florida don't work no more.",not_funny
The atmosphere here just isn't what it used to be.,not_funny
I'm scheduled for Tommy John surgery on this arm because the weight of 7 billion people is throwing off my delivery.,not_funny
"Hey there, Can I get some ice too..?",not_funny
I avoid public bathrooms because everyone thinks I’m a urinal.,not_funny
"Listen, you do not understand how itchy these humans are!",not_funny
Then she accused me of being overheated.,not_funny
"I gotta tell you, it makes my head spin",not_funny
"No, she didn’t leave me for another planet. She left me for a ‘dwarf’ planet!",not_funny
I'm all out of ice.,not_funny
"Please, just line 'em up!",not_funny
Sometimes I can’t tell if I’m awake or asleep!,not_funny
Do you have any ice water? I'm burning up over here.,not_funny
I'm a hot mess . . . either dehydrated or retaining water.,not_funny
...and you think you've got problems.,not_funny
I'm feeling a little bloated...,not_funny
The usual? Not for the next 26 million years.,not_funny
"First the asteroid hit with the tilt. Fine, I can deal with it. Then continental drift. OK, I get it; it's gonna happen. But climate change? Come On!",not_funny
The humans are at it again...,not_funny
Something mild; my stomach's really churning.,not_funny
I guess I am no longer in his hands.,not_funny
You got any ice? Mine’s all melted.,not_funny
Can't you see he shape we're in?,not_funny
Everyone around me either runs too hot or too cold,not_funny
A plastic cup? You moron!,not_funny
"Excuse me, all of my ice melted.",not_funny
I’ll take a carbon capture on the rocks,not_funny
"Everyone calls me Mother Earth, but I’ve transitioned.",not_funny
Could I have some ice in the drink? I feel very warm and dizzy; maybe I am having a heat stroke..,not_funny
"So I sez, Can I buy you a drink?  And she sez, Duh, Earth to Earth.",not_funny
I actually prefer it warmer.,not_funny
"Joe, am I going through menopause? I’m lost!! Hot and cold and holes all over?  What’s wrong with these so called friends of mine",not_funny
Where is the support group meeting?,not_funny
YOU FORGOT THE ICE!,not_funny
I feel I am going all out to sea,not_funny
I don't know how much more of this climate change I can handle.,not_funny
"Not only that, there's no damned handbasket!",not_funny
Let me tell you about my pogroms.,not_funny
Do you have anything that would help a volcanic eruption?,not_funny
I've been waiting for my sandwich since Pangea,not_funny
What is the name of the continent on the back of your head?,not_funny
"They anagrammed my complaint about ""global warming"" and said I'm ""a growling lamb"".",not_funny
Beware…the end is near!,not_funny
"The Sun, that bastard, won’t take even one single iota of responsibility.  He’s like, “It’s not me. It’s you!”",not_funny
Am I the Earth or just a dirty golf ball? I don't know anymore.,not_funny
My Ukraine is sore !,not_funny
"Can you water it down, I prefer it that way!",not_funny
"Look, I’m depressed for good reasons.  It’s not just because I’m bi-polar!",not_funny
what in the world were your thinking? make it a triple!,not_funny
Whaddaya mean it's last call?,not_funny
The universe has it out for me.,not_funny
"and the hot flashes, never been this bad !",not_funny
"I'm not going anywhere, but I'm sad 'cus I'll miss some of you guys.",not_funny
Sometimes I feel like no one cares!,not_funny
"So there I am, orbiting and rotating, like every other day of my life for the last 4.5 billion years, and Venus has the balls to tell me my axial wobble is harshing her mellow.",not_funny
Quick! Ice!,not_funny
"Can you make my next one a double, I’m taking a lot of heat at work these days.",not_funny
"I just need the booze, I'm already mostly made of water.",not_funny
And at the end of the day that's all I am. A pale blue dot.,not_funny
"I’ll follow that Manhattan with a London Fog, a Parisian, a Moscow Mule. And an Osaka Dry.",not_funny
So... how do you think we can fix climate change?,not_funny
I adored her until she said I was her oyster,not_funny
I just wanted to know where you source your ice. Mine is all melting.,not_funny
"All I want to do is this: I just want to find 11,780 votes, which is one more than we have.",not_funny
You have to let me in; they're trying to kill me out there,not_funny
And then there's the hot flashes,not_funny
"I'd tell you all of my problems, but it would make my head spin.",not_funny
"When I drink too much, I get the spins.",not_funny
"You'd drink too if all you ever heard all day was, ""Hey, small world.""",not_funny
How many of these plastic glasses do you go through in a week?,not_funny
I was just down the block at the Mars Bar. No atmosphere.,not_funny
Could I get 2 billion more waters?,not_funny
