caption,mean,label
"How to be a caption finalist: A) Have a weekly podcast (to promote your captions); and, B) Submit each caption, several times (using different email addresses); so that voters won’t have to wade through thousands of entries, to get to your caption.",1.3943894389438944,somewhat_funny
Warmest summer in recorded history and she tells me I’m ‘not hot enough’ for her…,1.36986301369863,somewhat_funny
And she thinks everything revolves around her,1.3666666666666667,somewhat_funny
I think I'm overheated,1.3197492163009403,somewhat_funny
A plastic cup? Really?,1.3925233644859814,somewhat_funny
I wish he WOULD go to Mars.,1.3064516129032258,somewhat_funny
"more ice please, mine's melting",1.3917355371900826,somewhat_funny
I just get this feeling I'm going in circles.,1.4167776298268977,somewhat_funny
I'll have another one...I give up...i've given them all the signs of climate change and they just want Hunter Biden's laptop.,1.4261294261294262,somewhat_funny
"Hey, uh, Frank, can I get a bit more ice?",1.4385285575992257,somewhat_funny
The moon keeps complaining about being in my shadow. I hope it's just a phase.,1.3242320819112627,somewhat_funny
Can I get some ice?,1.3970588235294117,somewhat_funny
"I’ve got to cut back, one day I’m drowning Burning Man, and the next I’m frying Phoenix.",1.4422880490296222,somewhat_funny
"So how come people listen when YOU shout ""last call!""?",1.3598130841121496,somewhat_funny
I plan on getting drunk off my axis.,1.3217665615141956,somewhat_funny
"Make it a double, I just found out I have asteroids.",1.326984126984127,somewhat_funny
I'm running low on ice.,1.457377049180328,somewhat_funny
Do I look like I need ice!?,1.3081967213114754,somewhat_funny
"To be a caption voter ‘influencer’, you need to name your weekly podcast something along the line of — ‘The New Yorker Cartoon Caption Contest Podcast’. (Like Beth Lawler and Paul Nesja did.)",1.422093023255814,somewhat_funny
I don’t want to get bombed.,1.4168704156479217,somewhat_funny
"I mean, I want to believe I'm round, but whenever I look in a mirror, all I see is 'flat'.",1.336734693877551,somewhat_funny
"So, do you know this Venus?  She's about my size, very bright, and hot.",1.3219512195121952,somewhat_funny
Got anything for global warming?,1.348894348894349,somewhat_funny
I need more ice.,1.439423076923077,somewhat_funny
Global warming? I thought it was just menopause.,1.3780718336483933,somewhat_funny
My wife thinks I'm at the planetarium.,1.4740882917466411,somewhat_funny
It's a birthmark. Why?,1.3208191126279865,somewhat_funny
"Something to cool me off, please!",1.3104395604395604,somewhat_funny
You ever feel like you’re just spinning in circles?,1.3147058823529412,somewhat_funny
"If I'm Earth, what are you standing on?",1.3295019157088122,somewhat_funny
Can I get more ice? Mine melted.,1.460997891777934,somewhat_funny
I don't care what she's told you -- we're done.  I'm over the moon.,1.42692750287687,somewhat_funny
I had it all. And then out of nowhere...daylight savings.,1.4247685185185186,somewhat_funny
I never wanted to be a planet. I wanted to be a star.,1.4781818181818185,somewhat_funny
"I gave you humans everything I have, but you just treat me like a garbage bin. I need another drink.",1.3303030303030303,somewhat_funny
The room's spinning.  Or is it just me?,1.358108108108108,somewhat_funny
And then he shrugged!,1.3524416135881103,somewhat_funny
Could you put some ice in my drink? I need to cool down.,1.303951367781155,somewhat_funny
"...and then she accuses me of being ""bipolar""!",1.3689516129032258,somewhat_funny
Tell me the truth. Do I look flat?,1.3169230769230769,somewhat_funny
I'm just getting warmed up.,1.3091482649842272,somewhat_funny
"So I'm like, 'Proof of age?  Really?'",1.3125,somewhat_funny
And that is just in the northern hemisphere,1.332394366197183,somewhat_funny
I used to be cool!,1.3950617283950617,somewhat_funny
You people will be the death of me .,1.3082191780821917,somewhat_funny
Nobody understands the gravity of my situation.,1.3074074074074074,somewhat_funny
"When my continents start drifting, call a cab",1.3590814196242171,somewhat_funny
"What I need now is love, sweet love.",1.4688995215311005,somewhat_funny
I've come to realize that everything doesn't revolve around me.,1.4153005464480874,somewhat_funny
"No more, I'm polluted!",1.3632183908045976,somewhat_funny
No more for me--it feels like my head is spinning out of control.,1.4241610738255033,somewhat_funny
My whole life I've been going in circles.,1.3065693430656935,somewhat_funny
"Make mine on the rocks, I've been getting some hot flashes lately",1.3128205128205128,somewhat_funny
I’m tired of everyone walking all over me.,1.3777777777777778,somewhat_funny
"I mean, come on, do I look flat to you?",1.4203084832904884,somewhat_funny
"Is it getting warmer in here, or is it just me?",1.4961038961038962,somewhat_funny
And what’s with all the phases of the moon? Just pick one.,1.315217391304348,somewhat_funny
"Paul Nesja and Beth Lawler should NOT be permitted to submit captions that they promote on their — 'New Yorker Cartoon Caption Contest Podcast' (which is followed by — and guested by — those who are affiliated with the magazine and the contest).""",1.4220858895705522,somewhat_funny
"Oh, come on! It's five o'clock somewhere",1.4213547646383466,somewhat_funny
Have you got anything that will stop the spinning?,1.4707835325365206,somewhat_funny
You won't believe the summer I just had.,1.310850439882698,somewhat_funny
These hot flashes are getting worse,1.3732394366197185,somewhat_funny
I'm sweating all the time and no one believes me.,1.4113372093023255,somewhat_funny
"So the doc says, ""I got bad news for ya, you've got HUMANS"".",1.4126149802890933,somewhat_funny
What a millennium I'm having.,1.447653429602888,somewhat_funny
"Excuse me, but by ""on the rocks"" I meant something igneous or metamorphic.",1.3070175438596492,somewhat_funny
Can I get some ice? I feel warm all over.,1.3209876543209875,somewhat_funny
"Another day, another round.",1.328981723237598,somewhat_funny
Tomorrow I'll be right back where I started.,1.4706284153005464,somewhat_funny
Save my seat—I’ll be back in twenty-four hours.,1.3936170212765957,somewhat_funny
As if everything revolves around her?!,1.3365155131264916,somewhat_funny
No I dont want to look at Uranus again,1.3907056798623063,somewhat_funny
"And after four and half billion years of showing my whole self every day, the moon still won’t show me her dark side.",1.3180428134556574,somewhat_funny
"My life is going around and around, day after day!",1.3037974683544304,somewhat_funny
"More ice, lots of ice.  And hurry!",1.3458333333333334,somewhat_funny
"And the hot flashes, they just keep coming.",1.3255131964809383,somewhat_funny
"I’m already 70% water...more scotch, please",1.4323748668796592,somewhat_funny
"My equator says to close out the tab, but my polar cap is saying vodka and make it a double.",1.4024390243902438,somewhat_funny
You ever feel like you're just going in circles?,1.3126760563380282,somewhat_funny
"And I'm like, can't I have a dark side, too?""",1.418546365914787,somewhat_funny
Think globally. Drink locally.,1.3876811594202898,somewhat_funny
I hope they leave for Mars soon.,1.3056379821958457,somewhat_funny
There I was. Happy and content for billions of years.  Then it happened. People ... PEOPLE! And there's  nothing you can take for that.,1.3851717902350813,somewhat_funny
"Where's the can? I can feel my sea levels rising,.",1.3142857142857145,somewhat_funny
So I says to him:  seven days?  You kidding?,1.4036418816388467,somewhat_funny
I stopped drinking and then this climate change thing came up.,1.438284518828452,somewhat_funny
"Aw, c’mon, it’s 5:00 o’clock somewhere.",1.4313940724478595,somewhat_funny
All this melted ice is making me incontinent.,1.408355795148248,somewhat_funny
"Dude, I am so fucked.",1.3398058252427183,somewhat_funny
"Then she says, "" We don't travel in the same orbit""",1.3728155339805823,somewhat_funny
So then I asked em’ “what do you mean my temperature is rising?”,1.3026315789473684,somewhat_funny
Didn’t I have an ice cap when I came in?,1.423412204234122,somewhat_funny
Can I get some moonshine?,1.328804347826087,somewhat_funny
"Be honest, is my ice receding?",1.3323353293413174,somewhat_funny
"I'm not drunk, I'm tilted on my axis.",1.3833333333333333,somewhat_funny
You're out of ice too?,1.4310148232611175,somewhat_funny
Do you ever get that 'stop the solar system I want to get off' feeling?,1.3009118541033435,somewhat_funny
Help!  I’ve been drawn by a cartoonist looking to elicit a flood of virtue-signaling captions!,1.3203592814371257,somewhat_funny
And then he shrugged and here I am.,1.433142857142857,somewhat_funny
No more for me. I'm quite polluted already.,1.3544303797468351,somewhat_funny
Damn right it's always 5 o'clock somewhere.,1.3702290076335877,somewhat_funny
"Yeah, I know, small world.",1.3658008658008658,somewhat_funny
"My name isn’t Paul Nesja. Can I be a caption finalist, too?",1.3930555555555555,somewhat_funny
"Must caption finalists frequently be those who have self-promoting podcasts, and/or those who vote for themselves, hundreds of times (by creating bogus New Yorker accounts, using throwaway email addresses)?”",1.3894080996884737,somewhat_funny
"She said we ""weren't on the same axis.""",1.3097643097643097,somewhat_funny
That earthquake really shook me up.,1.3362573099415205,somewhat_funny
My wife complains I’m fat but it’s mostly water weight.,1.4,somewhat_funny
All my ice has melted.,1.3878260869565218,somewhat_funny
You have to cut me off after 3 martinis or I reverse polarity and everyone dies.,1.3176470588235294,somewhat_funny
"Last call? Why, yes. Yes it is.",1.4560185185185186,somewhat_funny
Venus was here? Did she mention me?,1.381651376146789,somewhat_funny
I just feel like every time I turn around another day has passed me by,1.334319526627219,somewhat_funny
They refuse to acknowledge my preference and keep calling me mother.,1.4343220338983051,somewhat_funny
She said she needed more space.,1.3449131513647643,somewhat_funny
I'm tired of listening to Sun. He thinks everything revolves around him.,1.358974358974359,somewhat_funny
"It's always ""You're too hot!"", ""You're too cold!"", ""You're unpredictable!"".  And never ""How are you feeling?""",1.3928012519561814,somewhat_funny
You're the only one that listens to me.,1.3300970873786409,somewhat_funny
"First of all, no one NEEDS a Jeep!",1.3205128205128205,somewhat_funny
"The last time God threw a rock at me, I was scared. Now, I'm like; ""hello darkness my old friend"".",1.3064516129032258,somewhat_funny
"Let me tell you, Joe.   I've got a lot on my tectonic plates.",1.3307291666666667,somewhat_funny
Definitely on the rocks.,1.325242718446602,somewhat_funny
"So I said, it’s not the heat, it’s the stupidity!",1.340625,somewhat_funny
"Yeah, I'm new here. What did the Old World order?",1.4480712166172107,somewhat_funny
"Something cool, please.",1.3146067415730338,somewhat_funny
"'hello, earth to bartender.....'",1.3255813953488371,somewhat_funny
I used to be big - people thought I was the center of the universe.,1.3006756756756757,somewhat_funny
"And just like that, Pluto was gone!",1.3908450704225352,somewhat_funny
People walk all over me.,1.4450757575757576,somewhat_funny
I can’t get these people off my back!,1.3049180327868852,somewhat_funny
"And for the record, I'm not a mother.",1.3289124668435013,somewhat_funny
It’s been a rough summer.,1.3333333333333333,somewhat_funny
I thought the meteor was going to get me that time!,1.1428571428571428,not_funny
"More clean water,please",1.1988304093567252,not_funny
"She’ll be quite a bit smaller than me, but very luminous.",1.1948051948051948,not_funny
She was out of this world.,1.1229508196721312,not_funny
You're not really paying attention to me.,1.1390728476821192,not_funny
"Check this out, I call this one the 'Tidal Wave!'",1.1111111111111112,not_funny
"Okay, I'm the one who loaded up the jukebox with Air Supply.",1.1666666666666667,not_funny
I started drinking when I heard climate change was a hoax.,1.197080291970803,not_funny
So then she says I’m not as flat as I used to be.,1.1510791366906474,not_funny
A detox please,1.1363636363636365,not_funny
"This time with a paper straw, barkeep. I'm on a diet.",1.1171875,not_funny
My shrink tells me I should worry less. My troubles will soon be over.,1.2259615384615383,not_funny
"How am I doing? well....I think I'm going through ' the change' I keep getting these hot flashes """,1.193939393939394,not_funny
"So the Atlantic Ocean opens up 200 million years ago. And that pushes North America westward, right? Then, the continent drifts away from Pangaea I'm like oh no, oh no, and sure enough. Seattle gets stuck right in my eye.",1.1300813008130082,not_funny
"Whoa, the room is spinning! Oh wait, that’s me.",1.2392638036809815,not_funny
"I'm fine, but my resources are wasted.""",1.125925925925926,not_funny
You have drained me,1.1357142857142857,not_funny
"She says I'm not the man she fell in love with, I feel so deforested.",1.114864864864865,not_funny
"I’ll have 8 billion burgers, please.",1.19375,not_funny
Give me  a stiff one. I've been reading the headlines.,1.1976047904191616,not_funny
"You ever feel like there are different people inside you? Like, 8-billion of them, all vying for control?",1.1374045801526718,not_funny
"Thanks, there ate few placrs where a planet can get a cool drink of watee.",1.1382113821138211,not_funny
And THEN someone blue mooned me.,1.1978021978021978,not_funny
I have no idea how a cue ball gets an STD...,1.169811320754717,not_funny
Does if feel hot to you in here?,1.141891891891892,not_funny
"… and now all I hear is Mars, Mars, Mars…. Moon, Moon , Moon!!! Is it hot in here , or is it just me???",1.1217391304347826,not_funny
"It seems like my days are numbered. At first people thought the world was flat, then my time came and it's been great. But now everyone is realizing the world is crooked!",1.125,not_funny
It all started when she said I was Bipolar.,1.1965317919075145,not_funny
I know can’t solve the world’s problems! Make it a double and leave the bottle.,1.1111111111111112,not_funny
All my problems are global problems!,1.1956521739130437,not_funny
I swear I will call an Uber,1.124087591240876,not_funny
"I think I drank too much, everything's not spinning!",1.1228070175438596,not_funny
The doctor said I need to get rid of the paracites.,1.158878504672897,not_funny
I haven’t felt right since the 1970s. First I’m freezing to death next I’m running a fever.,1.073394495412844,not_funny
And have your bought a new car battery lately? I remember when you used to be able to buy a top of the line die hard for $79.99.,1.0693069306930694,not_funny
"I was just twirling around the sun, minding my own business when I came upon a bottle that said, ""Drink me...""",1.1559633027522935,not_funny
Just need to break out of the daily grind.,1.1239669421487604,not_funny
Trust me. I know it. I can feel it. The world is going to hell.,1.1451612903225807,not_funny
I feel like I get stepped on all the time!!!,1.1510791366906474,not_funny
She said I was too gassy.,1.1550387596899223,not_funny
"Next time, can you hold the carbonation?",1.1804511278195489,not_funny
It’s been rough out there.  Whatcha got that’s cooling?,1.0737704918032789,not_funny
Sick man of the Universe!,1.1512605042016806,not_funny
Children!  They don’t take care of what we give them!,1.1079136690647482,not_funny
What do you mean you're running low on ice?,1.217142857142857,not_funny
You are killing me! Can I have another?,1.1391304347826088,not_funny
I’m hot and still can’t get a date!,1.1223021582733812,not_funny
You NEVER heard of Global warming?,1.094017094017094,not_funny
"“If the moon calls, tell her I’m not here.”",1.2473684210526317,not_funny
Can I go play with the other kids now?,1.0866141732283463,not_funny
I thought He held the whole world in his hands? How did I wind up here??,1.0909090909090908,not_funny
"I feel like I'm coming apart at the seams.  Do you get my drift?""",1.1586206896551725,not_funny
Hey...I'm not kidding.  Pour me another.  This one is flat.,1.192,not_funny
And they still say I'm flat.,1.152,not_funny
What on earth are you doing?  Can't you see I am technically incontinent?,1.092436974789916,not_funny
Make it a double. I'm just warming up.,1.1631205673758864,not_funny
I mean . . . what would YOU do?,1.1594202898550725,not_funny
"I’m thirsty, feverish, sweat soaked and balding.   Don’t get me started!",1.2603305785123966,not_funny
And the meteor like came out of nowhere man!,1.1768707482993197,not_funny
Sometimes I feel like I'm just going around in circles.,1.2511848341232228,not_funny
He's leaving me for Mars!,1.2857142857142858,not_funny
And then he dropped me!,1.1372549019607845,not_funny
It's. ALL your fault!,1.078740157480315,not_funny
"Make it a ""triple"" this time.  I can't go back out there sober!",1.167883211678832,not_funny
"Hey, all of my ice has melted!",1.2755555555555556,not_funny
Can you believe it? Cow farts will bring my demise!,1.1450381679389312,not_funny
...and then the doctor tells me I'm just going through menopause!  I don't think so!  There's got to be something else causing these hot flashes!,1.1555555555555554,not_funny
"Have you seen my friend? He's a horse, long face, about this big.",1.149122807017544,not_funny
I don't even have any last legs.,1.1428571428571428,not_funny
Can I please have some more ice in my drink? I feel like it getting really warm in here.,1.077669902912621,not_funny
"So, I'm world weary..what of it?",1.1785714285714286,not_funny
"Hey, what happened to my ice?",1.0775862068965518,not_funny
Is this tap water?,1.219409282700422,not_funny
The Solar System is going to Hell in a Handbasket! What's a planet to do?!,1.1333333333333333,not_funny
I'm getting tried of being asked what in the world is going on.,1.248803827751196,not_funny
You don’t know what it’s like having the weight of the world on your shoulders.,1.2385786802030456,not_funny
Still or sparkling - I’ll take either!,1.146341463414634,not_funny
I've got a story you ought to know.,1.2080536912751678,not_funny
Don't you think I've had enough?,1.196808510638298,not_funny
It's time  — goodbye cruel world.,1.1575342465753424,not_funny
"When the world ends,where will I drink?",1.125,not_funny
"Are you baking souls in here?"", George Koomullil, Monrovia, Mary",1.1442307692307692,not_funny
