caption,rating
My problem is that Republicans don't understand me.,not_funny
"On second thought, forget the drink, gimme more ice!",funny
Can I get two more? I only face this way once a day.,funny
"Worst date ever! She claimed that I was actually flat, and just contorting myself to fit some UN world order narrative.",somewhat_funny
"No thanks, I’ll pass. The room is spinning!",somewhat_funny
This place has no atmosphere.,funny
So you're losing your hair? I'm losing my ozone layer!,funny
Can I get more ice? Mine is melting.,funny
And then things started to get heated…,funny
She said I was hot and left.,not_funny
Venus is hot but out of my orbit.,somewhat_funny
I feel like I've just been going round in circles.,not_funny
I’m done with the cosmos. Give me a whiskey.,not_funny
"She was my universe, man.",funny
I'm a hot mess.,funny
"You spend billions of years to get it right, then they stumble upon the Industrial Revolution and arrogantly think they know how to do better and, in a blink of an eye,  phhtt!",funny
"Is it me, or is it getting hotter in here everyday?",somewhat_funny
You didn’t know the earth was a heavy drinker? I didn’t know the moon was a nosy bartender.,not_funny
It's always five o'clock somewhere.,somewhat_funny
My ice melted again.,funny
"They scoffed at me when I told them about my invisible friend; now ""dark matter"" is all they can talk about.",funny
Give me all the ice you have.,not_funny
I’m so fracked.,somewhat_funny
And then I told her that the world doesn't revolve around her.,not_funny
"Doesn't it feel warm in here?""",somewhat_funny
I'll  give you a hundred bucks for 5 minutes in the walk-in.,not_funny
"If I had any idea, I would never have allowed them to land in the first place.",not_funny
I suspect he is seeing other planets.,not_funny
"Oh, boo-hoo. ‘I’ haven’t had a vacation in 4 billion years!",somewhat_funny
I ever tell you about me and Pluto?,somewhat_funny
Welcome to my world.,not_funny
It’s been a long day.,funny
Why is there plastic in my drink?,somewhat_funny
I feel like I'm taken for granite,funny
Sometimes I feel like I have the weight of me on my shoulders.,not_funny
I just came in to cool off.,somewhat_funny
Have you ever felt like you have the weight of the world on your shoulders?,somewhat_funny
Let's be honest - I miss the dinosaurs.,funny
My moon doesn't understand me.,somewhat_funny
And I can never figure out where to go on vacation!,not_funny
…I’m actually not a people person.,somewhat_funny
You think you've got problems!? I gotta be carbon neutral by 2037!,not_funny
"If I’m here, what are you standing on?!",somewhat_funny
"I’ve got a good one: Mars, Earth, and Elon walk into a bar…",funny
Why do I drink?  Have you seen the news lately?,not_funny
Have you run out of ice too?,not_funny
No! I'm just a marble.,funny
She told me she needed some space,not_funny
I need another round to get through the day,funny
What ID? I am older than dirt.,somewhat_funny
"I'm 4.5 Billion years old--and 70% water, just like your drinks.",funny
My drink is flat.,funny
I tell you these changes I'm going through are not natural!,somewhat_funny
I'm just warming up.,somewhat_funny
Who cares if I'm flat or round? Can't I just be loved for who I am?,somewhat_funny
"Hey, I need some ice",somewhat_funny
I'm sick of people.,funny
So then I find out that my brother 'Pluto' isn't really my brother at all!,funny
Can I get some ice with that?,not_funny
"Just like me, your drinks are 71% water.",not_funny
"Get me some ice in this, I’m burning up!",funny
"Can you crank up the A/C, please? My ice caps are melting.",funny
I said  I want global cooling.,funny
I had it all.  Everything revolved around me until Copernicus shows up.,funny
"Mercury and Venus, don't get me started.",funny
"So she says to me,”why is it so hard to get to your core?”",not_funny
Would humans say Mars is flat if they lived there?,funny
"I gotta tell ya, they're killing me.",somewhat_funny
"I tell ya, man — my inhabitants just don’t understand me.",somewhat_funny
"Anything cool, please--I'm warming.",funny
"When I asked him who besides him was going to carry me, Atlas shrugged.",somewhat_funny
"So I says, “I’ll tell you what the world is coming to!”",somewhat_funny
Make it look like an accident.,funny
You’d drink too if you had my problems.,funny
"You call it ""blacking out,"" I call it an eclipse.",funny
Any more worldly advice?,funny
"Could I get some more ice,please?",not_funny
"Trust me, alcohol is the least of my problems.",funny
"You’d think I’d be flattered, but I just don’t want to be this hot!",not_funny
...but that's just my world view,funny
another round please,funny
All I can say is I tried.,somewhat_funny
"Next thing I knew, Atlas shrugged.",funny
"Have a few drinks, have a few laughs, I mean what could go wrong?",funny
Last call? I'm just warming up!,not_funny
I never get drunk because I'm mostly water.,not_funny
....And Republicans seem surprised that I'm not flat.,somewhat_funny
"Listen, I’m not flat and I do have an end!",funny
You wouldn't believe the century I've had!,not_funny
"I have been taking care of you, please take care of me.",not_funny
No more. I'm spinning already.,somewhat_funny
"I swear, Pluto's not mine.",not_funny
"I'm a small world after all.""",funny
"Next thing I know, I've been mooned.""",funny
I'm over 14 billion years old. How about a little respect!,funny
"Yeah, one more please, I’m feeling kind of flat today.",funny
My wife and I are worlds apart.,not_funny
They want me to drink methane too!,not_funny
Global warming has really got me down,not_funny
Is it just me or is the room spinning?,somewhat_funny
"The world keeps changing: it’s sphere today, gone tomorrow.",not_funny
You don't have any ice either?,funny
Are you sure this is 97% salt water?,not_funny
And then she called me geocentric...can you believe that?,not_funny
Whadja put in this? My head's spinning!!!,not_funny
Mind adjusting AC? I’m a bit too warm.,somewhat_funny
I can't abide these hot flashes anymore.,funny
"My children give me Earth Day, but what about the rest of the year?",funny
I’m drunk off my axis.”  “Where is the restroom? Gotta go drain the ole south pole,somewhat_funny
…so she says ‘ you my friend live in a world of your own’…,somewhat_funny
"I’m telling ya man, there’s these little things crawling all over me!",somewhat_funny
I really just need Water.,somewhat_funny
Could you please turn down the thermostat?,not_funny
"It wasn’t a conference after all. It was an intervention! Mars, Venus…everyone said I’ve changed and not for the better.",somewhat_funny
I'll have large  cup of COOLADE!,not_funny
"I feel like I just keep going around in circles.""",somewhat_funny
"This drink isn't carbonated, is it?",funny
"I’m gonna need, like, waaay more ice in this.",somewhat_funny
I just get this feeling no one will ever really know what's at my core.,funny
Do you ever feel like your just going around in circles?,not_funny
"Yeah, I was the source for drilling all that oil, but it was never my idea to burn it!",funny
And you really believe that someday there will be a happy hour again?,funny
What in the world is happening to me...?,funny
My ice keeps melting.,funny
I still miss the Ice Age.,funny
"My ex was the best...very religious...looked at me like I was only 5,000",funny
I'm so hot I'm gonna need an ice age to cool off!,somewhat_funny
He said it like a “globalist” is a bad thing.,not_funny
I feel like I got my own weight on my shoulders!,funny
"Sure, I'd love to leave the Solar System, but I don't think you understand the gravity of the situation.",somewhat_funny
It ain't right Gus.  After four billion years together Mother Nature packs up and moves in with her sister in Jersey.,funny
No ice?,somewhat_funny
"Last call, it's only 2023?!",funny
For me it's one revolution after another.,funny
"Another frozen mojito, please ... and could you turn the AC down one-and-a-half degrees Celsius?",funny
I don’t just have the world on my shoulders; I am the world.,not_funny
Does it look like it's receding?,funny
Just hand me the bottle.  I'm always five o'clock somewhere.,funny
They never ever ask how I feel...and the things they say!,somewhat_funny
Last call? Tell me about it...,not_funny
What’s happened to the atmosphere in this place?,somewhat_funny
"Every day is Earth Day on this barstool, Fred.",somewhat_funny
Atlas left me.,funny
"It’s a wonderful world, it’s a wonderful world…how many times a day is that song played…??” “Do you know the pressure I’m under???",somewhat_funny
You don't have to tell me we're out of ice!,funny
Evolve!  I should 've stopped  with the chimps.,not_funny
Can you turn down the heat?  It’s like a greenhouse in here.,funny
One small drink for me and a large one for the end  of mankind!,funny
There was room for ice.,not_funny
And then I dreamed they were crawling all over me and buzzing around me and...it was just awful.,somewhat_funny
I think this place needs a bit more atmosphere.,somewhat_funny
This is the kind of atmosphere I've been needing.,funny
No more Fireballs.,not_funny
On top of that I have plate tectonics.,funny
Do you want to go rotate after this?,somewhat_funny
Why do people walk all over me?,not_funny
I have enough water as it is.,funny
You think you have troubles! I'll be Andromeda dust in just 5 billion years.,funny
"I just feel like I've got the weight of humanity on my shoulders, you know?",somewhat_funny
I’ll be back in the same spot tomorrow.,funny
Just make it look like we're talking - Pluto's here.,somewhat_funny
I am so lonely since Pluto went away.,somewhat_funny
Lots more ice in my next one. I have to cool off fast.,somewhat_funny
"I just need to cool down, yah know?",somewhat_funny
"You’re 70% water, too - don’t you get thirsty?",not_funny
Make it a double. Mercury's in retrograde!,somewhat_funny
"My life revolves around her, do you know what I mean!?!",not_funny
I get blamed for everything.,somewhat_funny
Whaddya got to cool me down?,not_funny
"And then he says ""Don't go changing"", like it's up to me!",funny
"I swear Joe, it's like they don't even care!",not_funny
"Joe,I had the world on a string",funny
I miss the good-old days when I was Gaia.,somewhat_funny
Everything was great for 4 1/2 billion years.,somewhat_funny
"It's been a long day. Make it a double!""",not_funny
You think you've seen some fucked up humans...,somewhat_funny
I swear I only drink this much when I’m overheated,not_funny
"no matter what i do, i can't seem to shake this fever",funny
"My temperature keeps rising, and no one seems to care!",not_funny
Even Atlas has given up on me.,funny
Thanks for solving all of my problems.,somewhat_funny
They're killing me...,somewhat_funny
The “X” man has got me by the ass!,somewhat_funny
I’ve been experiencing an untreatable fever lately.,not_funny
"And the next thing you know, I’m seeing satellites circling!",not_funny
"Is it hot in here,or is it your imagination?",somewhat_funny
The doctor said I have about 8 billion parasites.,funny
"If it’s my wife, I’m not a sphere.",not_funny
"My doctor keeps telling me to cut back on fossil fuels,but who can afford clean energy in this economy!",funny
"Yes, people always mistake me for Gorbachev.",funny
"Trust me, it's five o'clock somewhere.",funny
"I turn around and around, there she is again–beaming at me.",somewhat_funny
Being called flat hurts.  It really hurts.,funny
"And that's when I said, ""I don't care about Uranus, show me your moon.""",not_funny
"Everyone always asks me, 'What's this world coming to?'",somewhat_funny
I just feel like my life is going in circles.,not_funny
''All anybody wants to talk about is the weather.'',somewhat_funny
Have you seen my pants?!,somewhat_funny
My ice is melting.  Can you refresh me?,not_funny
I need a cold one. I've never been this hot!,not_funny
"It's last call for me, so just leave the bottle.",not_funny
"Please, Sir.  Can I have more ice? I’m trying to cool off.",somewhat_funny
"Then, they invented something called MILF island…",not_funny
Then she says “you’re not worldly enough”. Can you believe that?,not_funny
Could you please turn the heat down a degree? I'm melting.,funny
Screw it— give me a plastic straw.,somewhat_funny
This eco disaster has driven me to drink,somewhat_funny
"Hey, it’s hotter can you turn on the AC in here?",funny
A round for everyone please.,somewhat_funny
And THEN they started burning this thing called coal,somewhat_funny
My name is NOT Sherwin Williams!,not_funny
Give me one goddam reason not to tell the Moon to get lost!,somewhat_funny
I don’t know why she left - I thought talking about global warming would be a good icebreaker.,funny
"Evidently, I'm in a world of trouble.",somewhat_funny
My southern hemisphere is hemorrhoidal!,funny
"Hey Mac, all my ice melted.",funny
"I prefer to be stirred, not shaken.",somewhat_funny
Whaddaya mean you're out of ice?,funny
Give me a heads up if any more humans come in.,somewhat_funny
No thanks. After one drink my head starts spinning and everyone gets dizzy!,funny
Got any more ice?,funny
You got anything non-carbonated?,funny
"Hey, Fred, could I get a few million cubic yards of ice?",funny
Clearly we don’t have the same worldview!,funny
Ice on the rocks. Please.,somewhat_funny
Here’s an idea. Play some Perry Como once in awhile.,not_funny
I like this bar because it is so down to earth.,somewhat_funny
Do you have something for a headache.,somewhat_funny
"Continental drift is bad enough, but this incontinental drip is really killing me.",not_funny
"And I said, “Your shoulders? What about what’s on my shoulders for god’s sake?” -Wade Munday, Nashville, Tenn",not_funny
Everybody’s giving me a hard time! YOU’D have hot flashes too if you were 4.5 billion years old!,funny
I'm over-heating here. I need a Scotch on the rocks - but hold the Scotch,somewhat_funny
Do you ever feel like the weight of world is on your shoulders?,not_funny
"I could really use another ice cube, they keep melting!",somewhat_funny
She complains that I am too distant.,somewhat_funny
Venus just doesn't get me.,not_funny
And then she said “you better just cool off”!,funny
I was a cool calm planet until I crossed global warning's path.,not_funny
"No,No,I need a LOT of water!",somewhat_funny
How big is your ice machine?,somewhat_funny
"I don't push they other planets away, but I never let them get closer to me, either.",not_funny
And do they really think that nammg a day after me makes up for all the crap I have to put up with?,somewhat_funny
Do you have any more of this clean water back there? I'm running low.,not_funny
"If the Moon calls looking for me, I'm not here.",funny
My doctor says I’m bipolar.,not_funny
"I thought I said, ""No carbon.""",funny
"I'll take a Hurricane, an Earthquake, and a Mudslide, please.",funny
"With the dinosaurs, I swear I only drank on weekends",not_funny
Is it just me or has the whole place gone to hell?,funny
I’ve got something called homo-sapien-carcinoma.  I don’t think I’m going to make it.  I should have been born outside the inhabitable zone.,somewhat_funny
"She liked my magnetism, but didn’t like that I was bipolar.",funny
We go on one date and poof! I never hear from Pluto again.,funny
She said we’re polar opposites.,somewhat_funny
Will you call a cab so I can get out of here?,somewhat_funny
I can't stand it! I'm getting trashed,somewhat_funny
"In his hands"", ""On his shoulders"" - I'm sick of being handled",not_funny
I'll stop drinking when they are all polluting Mars.,not_funny
"I would wear sunglasses at this point,but you know,no ears.",somewhat_funny
I used to be a glass half full kind of planet.,funny
Could I have one more for the orbit?,somewhat_funny
''She said I wasn't edgy enough.'',funny
Another one of those and my world will be spinning.,not_funny
Where do I go if George Soros gives up on me?,funny
This is what the world has come to.,somewhat_funny
Do you have lots of ice? Because I think I'm gonna need lots of ice.,somewhat_funny
All that drinking and now my sea levels have risen. I'm a goner.,somewhat_funny
It's way too warm here -- I need some ice.,not_funny
"My life is just a never-ending 'Shake, Rattle, and Roll'.",somewhat_funny
"I was able to handle the stress of my plate tectonics for eons, but these damn rising sea levels have driven me to drink.",funny
You wouldn’t believe the day I’ve had.,funny
Will this make the world go away?,funny
My asteroid belt makes me look fat so I am thinking of switching to asteroid suspenders.,not_funny
"Pour me a double, boss, they told me I only got twelve years.",funny
Line ‘em up Sam.  It’s gonna be a long story with a sad ending.,not_funny
Put it on humanity's tab.,funny
You hiring? I think my current gig is just about up.,funny
"How would you feel if everyone called you, “messed up?”",somewhat_funny
Another one on ice… I really need to cool down,somewhat_funny
You should have seen the rings on her,funny
"It's like I said. They'll be sorry when they discover they don't have me to kick around anymore.""",not_funny
"So I said, ‘If it’s a hoax, they sure fooled me.’",funny
Make it on the rocks; the heat is really getting to me.,funny
Make it a double. A strong double.,somewhat_funny
"No more thanks, I am already seeing two moons.",funny
I don't know why everyone keeps saying that. It's NOT a stage.,funny
Would it be presumptuous to ask for Moonshine?,somewhat_funny
"Don't kill the messenger, but Ireland is asking for something a wee bit stronger.",somewhat_funny
and then the guy bet me a drink that i was flat,somewhat_funny
How about an ice cube?,not_funny
Doc says 5 years. I’m saying I have another  ice age in me.,not_funny
My glass is definitely half empty.,somewhat_funny
"So Planet Earth walks into a bar and says, “I'll have something non-carbonated.”",funny
"God, I hate people.",somewhat_funny
"Shakiness, flooding, overheating, maybe it's menopause?",funny
I said ice water!,somewhat_funny
I only drink when Mercury is in retrograde,funny
You ever feel like your life is just going around in circles?,somewhat_funny
Earth calling! I'm running dry over here!,not_funny
I guess it’s time to close out my tab.,not_funny
I'm polluted.,not_funny
I'll go another round,funny
I haven't felt the need to drink since the ice age.,funny
"Basically, I’m a hot mess.",somewhat_funny
"Doc says my high temperatures and chills are due to an imbalance in my macrobiome,whatever that means. Plus I’m really greenhouse gassy lately.",funny
Could I get something non-carbonated?,not_funny
I'm a glass half-full kind of planet,funny
I can't wait till Musk sends you all to Mars.,somewhat_funny
More ice.,somewhat_funny
I just need my space.,funny
Panic Cocktail please! with ice on top and bottom only.,somewhat_funny
"For years,I had it practically all to myself and then this wise guy Hobbs comes along!",not_funny
"Do I have to do everything around here? I mean, can a mother get a little help?",funny
When do the pole dancers start?,somewhat_funny
Hey Bud if world peace were that easy I wouldn’t need this drink!,not_funny
Surprise me .,somewhat_funny
"The bar-sign said ""Ice Cold Beer!""",not_funny
"Hey, buddy, I need more ice...a whole lot more ice, here!",not_funny
Whoa. Now I'm really spinning.”,somewhat_funny
I’ve got this infection called people and it’s killing me,not_funny
Keep the drinks coming until I’m in retrograde,somewhat_funny
"What IS so funny about peace, love, and understanding?",funny
"If my life calls, I'm not here.",funny
"Being the third of eight I don’t get much attention but as you’ve heard, I could use some help.",somewhat_funny
"Bartender: Say, we don't get many planets in here. Earth: And at these prices — plus global warming, of course — you won't get many more.",not_funny
Could you show me the way to the next solar system,funny
One more for the orbit.,not_funny
Global warming makes me thirsty.,funny
Hit me again...I'm feelin' a little shaky.,funny
The world's no place for a guy like me.,not_funny
It’s always something.,not_funny
"So it turns out, my brother's hiding behind the sun all this time.",funny
Global warming my ass.  It’s herpes and some purple-haired tree hugger gave it to me.,somewhat_funny
Ice quick! I’m burning up over here!,somewhat_funny
"Make it a double, I’m dying.",funny
"It's all Mars, Mars, Mars -- no one cares about old Earth anymore!",funny
This is my last one. My head is spinning.,not_funny
I remember when they came down from the trees like it was yesterday.,somewhat_funny
"Just a cold one please,",somewhat_funny
You try being dropped by a Titan.,not_funny
I feel like I've got the weight of me on my shoulders.,not_funny
"So, a star walks into a bar...",not_funny
"""All my homo sapiens have gone out of their ever-loving minds.",not_funny
Sometimes I just feel like I’m in someone else’s shadow.,not_funny
I'm feeling a little warm -- you sure this stuff's environmentally friendly?,not_funny
"Ever since I realized Lin-Manuel Miranda lives on me,it's sent me into an alcohol fueled depression. I also never really fully processed 9/11.",somewhat_funny
Just like everyone else:  no one will listen.,not_funny
NO! That's the thing. I'm just a randomly colored sphere with a drinking problem.,funny
"Wiki defines me as a 'washed up  cliché'!""",funny
I gave Atlas my key -- has he been in here lately?,funny
I just feel like I am being pulled in all different directions.,funny
They tell me “Hang on Humpty Dumpty”,not_funny
How about a glass of ice?,not_funny
"Pardon me, I'm hot and really need to Crack A Cold One.",not_funny
"I think that the Moon stood me up again""",funny
May I have some ice? I think I’m going through climate change!,funny
Sometimes I just wish an asteroid would come along and put me out of my misery!,funny
Do you know what's like when they say 'the whole world is watching?',not_funny
Check please. It's been a long day.,somewhat_funny
"A fire, a tornado, and a hurricane walk into a bar....ah, never mind.""",not_funny
That was tough when he had the whole of me in his hands.,somewhat_funny
I think the planet deserves a good stiff  drink,funny
Goodbye cruel bar.,somewhat_funny
"I never wanted to get divorced, but Sunny thought my life should revolve around her!",not_funny
I’ve got the weight of some guy on my shoulders!,somewhat_funny
I said neat. Do I look like I need more water?,funny
Look at me...and they keep sayin' it's just a hoax!,funny
"Wait, I ordered a Cosmos",funny
I just caught 7 other planets circling my beloved sunshine!,not_funny
"It’s your fault, you know.",not_funny
"I ordered a DOUBLE  Long Drink, Sir",not_funny
Is this filtered??,funny
Being the host of parasitic humans has nearly ruined me. That’s why I drink.,funny
"Keep 'em coming, I'm two thirds water!",somewhat_funny
"It's hard to resist, when it's always 5:00 somewhere in the world.",somewhat_funny
"Well, if I rotate the other way a little bit, then it won’t be closing time. So, just chill and let me finish my story.",funny
"I tell you, I'm dying, and too few give a shit!",somewhat_funny
It's either a melanoma or plate tectonics.,somewhat_funny
Better bring me the bottle.,funny
Why do people insist on talking about my weight?,not_funny
Then she sez 'you got cooties! Eight billion of them!',somewhat_funny
"I just need an unexhaustable supply of cool, clear water.",funny
"God, Nobody listens to me.",funny
"Nah, seriously!  I'm in a whole world of hurt. or Don't look at me like that.  My crisis is everybody's crisis!",not_funny
"Thanks,Sam. Guess I'll be wobbling off now.",somewhat_funny
"Is it me, or is it getting too hot in here?",funny
"Another ice water, please. And make it a triple shot.",somewhat_funny
The earth wants to talk to the bartender,funny
Who is this 'Atlas' guy anyway?,not_funny
"Thanks for listening, it means the world to me.",funny
WHO just fired me.,somewhat_funny
I've been a globalist forever but why are people upset about it now?,not_funny
"I won't be here for long, so make the next one a double.",funny
She said I was her whole world.,not_funny
...and then I found out the Moon is seeing other planets.,somewhat_funny
I’ve seen the dark side of the moon.,not_funny
"So set'em up,Joe,I have a little story I think you should know.",somewhat_funny
Earth: “Bourbon on the rocks” Bartender: “We are out of ice” Earth: “Same”,somewhat_funny
Seriously men! I have fleas  … Look! Look! … they walk all over!,somewhat_funny
"Ya know,some days I feel like I carry the weight of the world on my shoulders.",not_funny
Excuse me can I use the bathroom? I have diarrhea.,not_funny
Am I looking a little round to you?,somewhat_funny
Can you point me somewhere that isn’t Last Chance Saloon?,somewhat_funny
"You'll tell when I've had enough, right?",not_funny
"The world does not revolve around you, Sam.",not_funny
Can I have some ice caps?,funny
Have any ice?  Mine is melting.,somewhat_funny
Do you know what it's like to have the weight of the world on your shoulders?,funny
"More ice, please. I'm dying here.",somewhat_funny
I need a cold one!,funny
Can I have some ice?,somewhat_funny
A little ice?,funny
I've been talking about UFO's for centuries!,funny
What I really need now is love sweet love.,not_funny
I just wanna cool down a bit.,somewhat_funny
It's like all the good single ladies have disappeared into a black hole!,funny
"It's getting so bad here, I am thinking of changing orbits",not_funny
"Im going through the change, hot flashes and all.",somewhat_funny
"Yeah,I know…I look like I have the weight of the world on my shoulders.",somewhat_funny
"Sorry, my bad... Volcanoes.",funny
"...Really, I'm just tired of being orbited! They keep pulling on my tides like I wont notice...",funny
Heard the one about the climate denialist and the flat-earther who walked into a bar together?,somewhat_funny
I’ve got the weight of my shoulders on my shoulders.,somewhat_funny
"Is it me, or is it getting hotter in here?",not_funny
"It's not like I want to spew lava and spawn tornadoes, earthquakes, and hurricanes, but you people are killing me",not_funny
"OMG,the whole World has gone crazy",not_funny
You think old age has been cruel to you?,funny
I’ve never felt so down to earth,somewhat_funny
"No more ice, ever?!",not_funny
I've been aching for over a year in my Russian area.,somewhat_funny
"My twin--oh, Venus! We're on the same orbit but how come we're not able to hang out?",somewhat_funny
"One minute it's chills, then shakes, then fever. And boy have I been windy lately.",not_funny
It all started in the Mesozoic era...,not_funny
I’m a mess …!,not_funny
"I'm telling you Joe, I get no RESPECT!",somewhat_funny
New World Order ing,somewhat_funny
One more ‘continental drift ‘ please.,not_funny
Hey. Can a fella get something to help him cool off around here?,funny
"Please don't say, ""Hot enough for ya?""",somewhat_funny
Why would He put me here and then cover me with this fungus that I call humanity?,somewhat_funny
"Everybody has problems, but I'm always in a world of trouble.",somewhat_funny
"Its hot, and I am feeling bloated.  What is going on around here?",somewhat_funny
Make it a double with ice cubes.,funny
WHAT  IS THIS WORLD COMING TO?,funny
"If it’s not too much trouble, can you spare more ice?",not_funny
You know what gets me hot? People that don't think I'm hot.,funny
"Ah, we are way past the glass half full or empty with this one. There will be no glass.",somewhat_funny
It’s just nice to have someone that listens to you.,funny
"I'm telling you, I've had enough.",funny
It's feels like I'm the weight on someone's shoulders,somewhat_funny
It's *constantly* five o'clock somewhere!,somewhat_funny
"Man, if you were me you’d see this cup as half empty too!",somewhat_funny
What harm is one drink going to do.  I've already been polluted with toxic waste!!,funny
I'll take one more for the skillet.,funny
I stopped the world to let people off!,not_funny
I need another. Got the world on my shoulders!,somewhat_funny
"I ordered it ""on-the-rocks"", I'm having hot flashes!",not_funny
Do you have aanything colder?,funny
"Some of my best friends are ""Flat Earthers""...",funny
Climate change; you can’t live with it and and can’t foresee a century without it.,funny
You ran out of ice?,somewhat_funny
"With ice! No matter how much I blow off steam, I can’t seem to cool off.",not_funny
Could you wack on the air conditioning?,funny
"My brother, Earth, just passed away.",somewhat_funny
"I swear, Herb, these people are going to be the death of me.",somewhat_funny
Don't you  get tired of people thinking they can walk all over you?,somewhat_funny
"She left me because she said my head was too round, and she wanted a guy with a flattop.",funny
"Man, is it hot enough for ya?",not_funny
"From  now on it's going to be the priest, the rabbi and the planet",funny
I'm going to need alot of ice!,funny
It can't be last call.,funny
"Pluto? Oh, he's no longer in my circle. You know, I didn't completely disagree when he chastised me for getting around. But I knew our relationship was over when he said I was spinning out of control.",not_funny
Can you turn on the air conditioner?,funny
First world problems,not_funny
D’ya have any idea what it’s like to be me?,somewhat_funny
What's to say? It's been another helluva week here!,funny
"Could I get another water, I'm really over heating.",not_funny
"...and then she left me!  Went to 'colonize' my neighbor. What's he got that I don't, anyway?",funny
Everybody seems to think they know how to “solve the world’s problems.”,funny
"What do you mean, you’re also running out of  ice?",somewhat_funny
Got anything with ice in it?,somewhat_funny
"My ice is melting, can you turn it down a bit.",somewhat_funny
Problems? Problems?  Where do you want me to start?,somewhat_funny
"Mars?!  I'm telling you, what's a planet got to do to get some respect?",not_funny
How 'bout a round of eight billion.,somewhat_funny
"I just don't feel like he's got the ""whole me"" in his hands!",somewhat_funny
Political Climate Change,somewhat_funny
You don’t know what it’s like to live every day with a nasty case of the spins”,somewhat_funny
"And then , that guy, the moon, hit me!",not_funny
"Look mack, I've been around the block and I can tell you this global warming shit is for real.",not_funny
It all started when I was born.,not_funny
"...And then, I top of all that, I feel like my life is spinning out of control !!!",somewhat_funny
"Sorry bud, but I’m gonna need waaay more ice.",somewhat_funny
"Hey buddy, can I get another hurricane over here?",funny
Can we skip 'Last Call' for another time?,somewhat_funny
I'm hoping that the next ice age comes soon because you ain't exactly generous on ice in my drink,somewhat_funny
"Writers, actors, ... What about us studio logos?",somewhat_funny
No need for plastic cups.,funny
"The doctor said the hot flashes were early menopause, but I know it's global warming.",not_funny
Can I please get a water? That last drink knocked me off my axis!,somewhat_funny
"I don't mean to be rude, but, as species go, yours sucks!",funny
"I didn't ask for a shot; I said, ""Shoot me!""",somewhat_funny
On the rocks please.,not_funny
This glass is half empty.,somewhat_funny
"Thanks for the water, but I need something stronger.",funny
"How would you feel, living with such an existential threat?",somewhat_funny
What have you got that's cold,funny
"The song says you got the whole world in your hands, but I haven't had a date in a million years.",not_funny
I'd like to buy the world a drink on me.,somewhat_funny
It seems like I need a drink a lot more often these days.,not_funny
It keeps getting hotter I need water!,funny
It's getting too hot not to drink heavily.,not_funny
Just leave the bottle,funny
That's an astronomical service fee!,funny
Do you need some ice in your drink to cool off?,somewhat_funny
My head just keeps spinning! Got anything for that?,somewhat_funny
"Hey! Really needed that seventh day off, did you?",funny
"Yeah, they wouldn't let me in the Macy's Parade!",funny
"Same old same old with me-global warming, mass extinctions, the next doomsday tech craze, all thanks to, no offense, your kind. But tell me more about how your wife has started to make her shepherd's pie with ground turkey instead of ground beef.",not_funny
"Sam, it was so much easier just dealing with volcanoes, earthquakes, and dinosaurs.",somewhat_funny
So two planets came into a bar...,not_funny
"So I said, fine, if you’re going to trash me, I’m just gonna go get wasted.",somewhat_funny
"And then she said I'm her whole world, but I'm everyone's whole world!",not_funny
"In the real world, sobriety is overrated.",not_funny
